image_path,label
/content/drive/My Drive/facial_expression_dataset/train/sad/11322.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/2034.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/9680.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/9976.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/disgust/32531.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/surprise/6513.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/1731.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/23196.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/30321.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/21226.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/1113.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/25463.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/23474.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/29454.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/19717.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/5315.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/25999.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/1241.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/21507.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/31585.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/33030.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/26329.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/4510.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/23680.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/34007.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/26931.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/26126.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/33788.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/24636.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/19079.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/22597.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/18059.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/15256.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/19561.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/25617.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/32482.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/25877.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/17965.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/8386.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/19617.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/18924.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/332.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/5365.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/7397.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/4753.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/6757.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/18311.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/1999.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/11319.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/1371.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/11628.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/31918.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/10816.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/10089.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/24150.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/15521.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/32618.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/22182.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/19475.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/24926.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/12927.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/12836.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/9322.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/23892.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/34343.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/12994.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/5157.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/7522.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17343.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/35269.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/20699.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/27844.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/25164.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/16011.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/14399.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17151.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/11276.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/31548.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/11941.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/14324.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/20234.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/5952.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/34190.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/18000.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/4655.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/16084.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/10009.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/17271.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/16595.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/9755.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/19457.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/32967.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/31326.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/17418.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/11585.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17094.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/31624.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/15330.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/17510.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/21707.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/13820.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/18133.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/12197.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/12834.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/26239.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/9809.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/15076.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/24697.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/28967.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/26621.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/9820.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/281.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/10393.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/3753.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/29190.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/34030.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/15413.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/29623.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/3895.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/7563.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/29817.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/13113.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/23015.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/8949.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/30890.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/33577.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/32237.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/30150.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/5007.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/20081.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/26245.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/5388.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/16272.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/disgust/6488.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/neutral/29686.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/29879.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/3786.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/927.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/4365.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/20020.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/17059.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/23253.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/20615.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/25766.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17986.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/20433.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/33446.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/29643.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/19217.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/21207.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/27534.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/30549.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/32426.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/32293.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/4959.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/9622.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/14804.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/3219.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/21774.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/31405.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/17362.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/6114.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/3251.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/11078.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/12314.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/1771.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/33522.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/35218.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/10667.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/21826.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/4147.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/16600.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/23306.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/32117.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/13789.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/6690.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/5398.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/14795.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/6980.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/2614.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/16574.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/32458.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/22686.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/34790.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/9010.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/17633.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/23820.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/969.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/9351.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/8981.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/5621.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/31628.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/18014.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/30255.jpg,neutral
